name,rating,rating_count,types,address,region_level_1,phone,website,weighted_score
Isaac Toast & Coffee Myeongdong Cathedral,4.5,1430,"[toast_restaurant, fast_food_restaurant, restaurant]","17-1 Myeongdong 10-gil, Jung District, Seoul, South Korea",Seoul,+82 2-3789-2043,https://www.instagram.com/isaac.toast.mdong.cathedral,6435
감동식당,4.9,1313,[restaurant],"South Korea, Seoul, Nowon-gu, Hangeulbiseok-ro 47-gil, 58 1층",Seoul,+82 70-7543-4481,https://www.instagram.com/gamdong_sikdang%3Figsh%3DMWhocnN1dzJ2aXV0eg%3D%3D,6433.7
Warehouse 43 Gangnam Branch,4.2,1531,[korean_beef_restaurant],"362 Gangnam-daero, Gangnam District, Seoul, South Korea",Seoul,+82 2-508-0043,,6430.2
백령면옥,4.1,1566,[cold_noodle_restaurant],"226 Seokjeong-ro, Michuhol-gu, Incheon, South Korea",Incheon,+82 32-881-8489,,6420.6
Hansoban - Cheonggyesan,4.2,1528,[korean_restaurant],"249 Cheonggyesan-ro, Seocho District, Seoul, South Korea",Seoul,+82 2-3453-1500,http://hansoban.co.kr/,6417.6
Nangtteule Shimpang,4.2,1525,[korean_restaurant],"South Korea, Jeju-do, Jeju-si, Jocheon-eup, 와흘리 125",Jeju-do,+82 64-784-9292,,6405
Grandma Na Jeong Sun's Jjukkumi,4.2,1519,[korean_restaurant],"144 Muhak-ro, Yongdu-dong, Dongdaemun District, Seoul, South Korea",Seoul,+82 2-928-0231,,6379.8
공원칼국수,4.2,1518,[kalguksu_restaurant],"110 UN pyeonghwa-ro, Nam-gu, Busan, South Korea",Busan,+82 51-611-3913,,6375.6
Ehwa Korean Sausage with Sweet Rice,4.3,1479,[korean_restaurant],"25 Injung-ro 26beon-gil, Jung-gu, Incheon, South Korea",Incheon,+82 32-882-3039,,6359.7
Wonjo Jobang Nakji,4.2,1511,"[long_legged_octopus_restaurant, korean_restaurant]","399-5 Myeongnyun-dong, Dongnae-gu, Busan, South Korea",Busan,+82 51-558-0295,http://m.smartstore.naver.com/jobng,6346.2
Yuzu Fine Ramen,4.5,1407,[ramen_restaurant],"217 Mallijae-ro, Jung District, Seoul, South Korea",Seoul,+82 70-4177-0365,https://www.instagram.com/yuzu_ramen/,6331.5
Ranju Kalmyeon,4.2,1505,[chinese_noodle_restaurant],"64 Sogong-ro, Jung District, Seoul, South Korea",Seoul,+82 2-779-4800,https://thecoronet.pixnet.net/blog/post/345017960-%25E9%259F%2593%25E5%259C%258B%25EF%25BD%259C%25E9%25A6%2596%25E7%2588%25BE%25EF%25BD%259C%25E6%2598%258E%25E6%25B4%259E%25E7%25AB%2599%25EF%25BD%259C%25E8%2598%25AD%25E5%25B7%259E%25E5%2588%2580%25E5%2589%258A%25E9%25BA%25B5%25EB%259E%2580%25EC%25A3%25BC%25EB%259D%25BC%25EB%25AF%25B8%25EC%2597%2594,6321
Donsubaek,4.2,1496,"[pork_rice_soup_restaurant, korean_restaurant]","74 Hongik-ro 6-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-324-3131,http://www.donsoobaek.com/,6283.2
Outback Steakhouse,4.2,1495,"[steak_house, family_restaurant]","South Korea, Seoul, Gangdong-gu, Cheonho-daero, 1005 현대백화점 11층",Seoul,+82 2-2225-8965,https://www.outback.co.kr/,6279
Gatten Sushi Jongno,4.2,1492,[casual_sushi_restaurant],"14 Jong-ro 12-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-730-1477,https://www.instagram.com/gattensushi_kr,6266.4
Outback Steakhouse,4.2,1491,"[steak_house, family_restaurant]","주)빌딩, 서울 노원구 동일로 1419 (상계동, 디와이홀딩스, Nowon-gu, Seoul, South Korea",Seoul,+82 2-938-5471,https://www.outback.co.kr/,6262.2
Sulyamyeok Seomyeon,5,1250,"[korean_barbecue_restaurant, pork_belly_barbeque_restaurant]","South Korea, Busan, Busanjin District, Seojeon-ro, 27 2층",Busan,+82 10-2989-7955,https://www.instagram.com/sul_ya_muk,6250
Original Pancake House (Itaewon),4.2,1488,[pancake_house],"179 Itaewon-ro, Yongsan District, Seoul, South Korea",Seoul,+82 2-795-7481,http://www.originalpancakehouse.co.kr/,6249.6
On The Border Gwanghwamun D Tower,4.1,1524,"[tex_mex_restaurant, mexican_restaurant]","South Korea, Seoul, Jongno District, Jong-ro 3-gil, 17 D타워 2층 4호",Seoul,+82 2-2251-8282,https://ontheborder.co.kr/,6248.4
Everest Restaurant,4.3,1452,"[nepalese_restaurant, indian_restaurant]","2-1 Jong-ro 51ga-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-766-8850,http://www.everestfood.com/,6243.6
Mapo-ok Beef Soup,4.2,1485,[korean_beef_restaurant],"312 Tojeong-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-716-6661,,6237
박옥희 할매집원조복국,4.2,1485,[fugu_restaurant],"28 Dalmaji-gil 62beon-gil, Haeundae-gu, Busan, South Korea",Busan,+82 51-747-7625,,6237
Moon Bae-dong Yook-kal,4.1,1512,[noodle_shop],"50 Baekbeom-ro 90-gil, Yongsan District, Seoul, South Korea",Seoul,+82 2-713-6204,,6199.2
Sulgodang,4.8,1290,"[korean_restaurant, restaurant]","South Korea, Busan, Jung-gu, Junggu-ro 24beon-gil, 11-1 2층",Busan,+82 51-244-2607,"https://map.naver.com/p/entry/place/36317009%3Fc%3D15.00,0,0,0,dh",6192
발산삼계탕,4.2,1474,[restaurant],"657-1 Naebalsan-dong, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-3662-3930,,6190.8
Aeseong Hoegwan Korean Beef Bone Soup,4.4,1407,[korean_restaurant],"23 Namdaemun-ro 5-gil, Sogong-dong, Jung District, Seoul, South Korea",Seoul,+82 2-352-0303,,6190.8
Soi Yeonnam,4.1,1509,"[thai_restaurant, pho_restaurant]","267 Donggyo-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-323-5130,https://www.instagram.com/soi_yeonnam/,6186.9
Tendong Yotsuya,4.3,1437,[tempura_bowl_restaurants],"71 Gwanak-ro 14-gil, Gwanak-gu, Seoul, South Korea",Seoul,+82 2-883-7974,https://www.instagram.com/ddhleejh/,6179.1
Ppongnamujaengi Main,4.2,1468,[pigs_totters_restaurant],"31 Yeoksam-ro 65-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-558-9279,,6165.6
Miseong-og,4.4,1397,[seolleongtang_restaurant],"25-11 Myeongdong-gil, Jung District, Seoul, South Korea",Seoul,+82 2-776-8929,https://commerce.redtable.global/ko/store/14408,6146.8
BBQ Chicken & Beer Hongdae Rodeo (BBQ 치킨 홍대로데오점),4.8,1280,"[korean_restaurant, fried_chicken_takeaway, oven_baked_chicken_delivery]","2nd Floor, 39 Jandari-ro 6-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-337-8989,https://www.bbq.co.kr/,6144
Buminok,4.1,1495,[korean_restaurant],"24-12 Dadong-gil, Jung District, Seoul, South Korea",Seoul,+82 2-777-2345,,6129.5
해운대 밀면,4.1,1494,[cold_noodle_restaurant],"21 Jungdong 2-ro 10beon-gil, Haeundae-gu, Busan, South Korea",Busan,+82 51-743-0392,https://www.konest.com/contents/gourmet_mise_detail.html%3Fid%3D5113,6125.4
Outback Steakhouse Airport Branch,4.1,1492,"[steak_house, family_restaurant]","3층, 마곡지엠지타워, 16 Magokjungang 6-ro, Magok-dong, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-3661-1101,https://www.outback.co.kr/,6117.2
Four Brothers Dogok,4.2,1456,[south_east_asian_restaurant],"South Korea, Seoul, Gangnam District, Nonhyeon-ro 28-gil, 40 덕영빌딩 1층",Seoul,+82 2-574-4147,http://4brothers.kr/,6115.2
오레타치 카레,4.9,1247,[japanese_restaurant],"South Korea, Seoul, Mapo-gu, Hongik-ro 6-gil, 83 1층",Seoul,+82 10-9009-0742,https://www.instagram.com/oretachicurry.korea/,6110.3
Gayang Kalguksu Beoseot Maeuntang,4.3,1419,[restaurant],"78 Gukjegeumyung-ro, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 50-71399-0438,,6101.7
Yang Good,4.6,1313,"[korean_restaurant, bar, restaurant]","South Korea, Seoul, Nonhyeon-ro 95-gil, 15 평화빌딩 1층 양국",Seoul,+82 2-567-7060,https://www.instagram.com/yanggood/,6039.8
Achasan Grandpa's Handmade Tofu,4.5,1342,[tofu_restaurant],"324 Jayang-ro, Gwangjin District, Seoul, South Korea",Seoul,+82 2-447-6540,,6039
정희 롯데몰김포공항점,4.9,1232,[korean_restaurant],"38 Haneul-gil, Gangseo-gu, Seoul, South Korea",Seoul,,,6036.8
교대이층집 교대본점,4.1,1467,[pork_belly_barbeque_restaurant],"South Korea, Seoul, Seocho District, Seocho-daero 50-gil, 24 2층",Seoul,+82 2-525-6692,http://www.sgfco.kr/,6014.7
Yeonnam Seo Restaurant,4.2,1432,[korean_rib_restaurant],"189-7 Yeonhui-dong, Seodaemun-gu, Seoul, South Korea",Seoul,+82 2-716-2520,,6014.4
김유순대구뽈찜,4.1,1465,[korean_restaurant],"83-7 Motgol-ro, Nam-gu, Busan, South Korea",Busan,+82 51-627-4319,,6006.5
Baekbujangjip Dakhanmari Annex,4.2,1429,[chicken_restaurant],"41 Jong-ro 7-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-3210-1254,,6001.8
화목순대국 광화문1호점,4.2,1427,"[soondae_restaurant, restaurant]","11 Saemunan-ro 5-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-723-8313,,5993.4
Arichai Sillim Branch,4.2,1426,[chinese_restaurant],"4 Sillimdong-gil, Gwanak-gu, Seoul, South Korea",Seoul,+82 2-877-1272,http://www.arichai.com/,5989.2
Tuk Tuk Noodle Thai,4.1,1456,[thai_restaurant],"161-8 Seongmisan-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 70-4407-5130,https://app.catchtable.co.kr/ct/shop/tuktuknoodle%3Ffrom%3Dshare%26type%3DWAITING,5969.6
Pyeongando Jokbaljip,4.2,1417,"[pigs_totters_restaurant, korean_restaurant]","174-6 Jangchungdan-ro, Jung District, Seoul, South Korea",Seoul,+82 2-2279-9759,,5951.4
Menshoku COEX,4.9,1207,"[casual_japanese_style_restaurant, japanese_authentic_restaurant, ramen_restaurant, restaurant]","South Korea, Seoul, Gangnam District, Teheran-ro 87-gil, 36 도심공항타워 지하 1층",Seoul,+82 10-2267-7226,https://www.instagram.com/men_shoku/profilecard/%3Figsh%3DbGp1ZGJhcDB5Ym9t,5914.3
Jonny Dumpling HD,4.3,1370,[dumpling_restaurant],"33 Bogwang-ro 59-gil, Yongsan District, Seoul, South Korea",Seoul,+82 2-790-8830,/www.google.com/search?q=jonny+dumpling&oq=jo&aqs=chrome.0.69i59j69i60l3j69i57j69i60.2771j0j7&client=ms-android-samsung-ss&sourceid=chrome-mobile&ie=UTF-8,5891
Chowon Bokguk,4.2,1401,[fugu_restaurant],"30 Hwangnyeong-daero 492beon-gil, Nam-gu, Busan, South Korea",Busan,+82 51-628-3935,,5884.2
Jungnimjang Seolleongtang,4.1,1435,"[seolleongtang_restaurant, korean_restaurant]","468 Jungnim-dong, Jung District, Seoul, South Korea",Seoul,+82 2-392-7743,,5883.5
Shin Mi Kyung Hongdae Dakgalbi,4.5,1305,[chicken_rib_restaurant],"31-10 Wausan-ro 21-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-2245-5222,https://m.place.naver.com/restaurant/32572240/home%3Fentry%3Dpll,5872.5
강강술래 시흥점,4.1,1425,"[barbecue_restaurant, meat_restaurant]","991 Siheung-dong, Geumcheon District, Seoul, South Korea",Seoul,+82 2-808-1888,https://www.sullai.com/,5842.5
Woolaeoak,4.1,1423,"[cold_noodle_restaurant, bulgogi_restaurant, restaurant]","313 Yeongdong-daero, Daechi-dong, Gangnam District, Seoul, South Korea",Seoul,+82 2-561-6121,,5834.3
ON THE BORDER Lotte World Mall Store,4.1,1421,"[tex_mex_restaurant, family_restaurant, mexican_restaurant]","South Korea, 동 KR 서울특별시 송파구 올림픽로 300 롯데월드몰 캐쥬얼 6층",Seoul,,https://ontheborder.co.kr/,5826.1
Sohojung,4.1,1420,"[noodle_shop, korean_restaurant]","27 Nonhyeon-ro, Gangnam District, Seoul, South Korea",Seoul,+82 2-579-7282,http://www.sohojung.com/,5822
강남진해장,4.2,1385,[korean_restaurant],"11 Teheran-ro 5-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-557-2662,,5817
Ttukbaegi-jip,4.5,1291,"[korean_restaurant, food]","12 Jong-ro 16-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-2265-5744,,5809.5
"Brera Restaurant, Seoul",4.3,1350,"[italian_restaurant, restaurant]","295 Dongho-ro 17-gil, Jung District, Seoul, South Korea",Seoul,+82 2-2236-0770,http://www.brerarestaurant.com/,5805
일광대복집,4.1,1412,[fugu_restaurant],"3 Ihwa-ro, Gijang-gun, Busan, South Korea",Busan,+82 51-721-1561,,5789.2
Songhua Shanxi Cut Noodles,4.4,1308,"[chinese_noodle_restaurant, chinese_restaurant]","48 Ttukseom-ro 27-gil, Gwangjin District, Seoul, South Korea",Seoul,+82 2-6052-7826,,5755.2
Indian Kitchen,4.6,1249,[indian_restaurant],"South Korea, Jeju-do, Jeju-si, 특별자치도, Aewol-eup, Aewon-ro, 191 KR",Jeju-do,+82 64-799-5859,,5745.4
Dosan Butcher,4.9,1172,[restaurant],"South Korea, Seoul, Gangnam District, Seolleung-ro 155-gil, 12 1층",Seoul,+82 2-546-9206,,5742.8
Daerae Hamburger Steak,4.4,1305,[restaurant],"56-45 수유1동 Gangbuk-gu, Seoul, South Korea",Seoul,+82 2-2241-7558,https://redtable.global/ko/food/56047,5742
Gangnam Myeonok,4.2,1365,[korean_restaurant],"34 Nonhyeon-ro 152-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-3446-5539,,5733
엘림들깨칼국수 본점,4.4,1301,[noodle_shop],"521-20 Suyu-dong, Gangbuk-gu, Seoul, South Korea",Seoul,+82 2-996-2583,,5724.4
남동공단떡볶이,4.1,1396,[restaurant],"226 Namdongseo-ro, Namdong-gu, Incheon, South Korea",Incheon,+82 32-821-5566,,5723.6
Tamtam,4.1,1394,"[vietnamese_restaurant, pho_restaurant]","12-5 Gangnam-daero 98-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-554-8892,,5715.4
동춘사골순대국 동춘점,4.3,1323,[korean_restaurant],"South Korea, Incheon, Yeonsu-gu, Donggokjae-ro 49beon-gil, 8 2층",Incheon,+82 32-815-0141,,5688.9
당케올레국수,4.3,1322,[noodle_shop],"South Korea, Jeju-do, Seogwipo-si, 특별자치도, Pyoseon-myeon, Pyoseondangpo-ro, 4 KR",Jeju-do,+82 64-787-4551,,5684.6
Chebudong Janchijip,4.2,1353,[noodle_shop],"16 Jahamun-ro 1-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-730-5420,,5682.6
Grand Kitchen,4.5,1261,[buffet_restaurant],"Seoul, South Korea",Seoul,+82 2-559-7575,https://seoul.intercontinental.com/grandicparnas/restaurant/GrandKitchen,5674.5
아웃백 스테이크하우스 남천점,4.2,1350,"[steak_house, family_restaurant]","9 Gwanganhaebyeon-ro, Suyeong-gu, Busan, South Korea",Busan,,https://www.outback.co.kr/,5670
Outback Steakhouse,4.2,1347,"[steak_house, family_restaurant]","2층, 인천 계양구 계양대로 56 (작전동, 다동, Gyeyang-gu, Incheon, South Korea",Incheon,+82 32-549-2681,https://www.outback.co.kr/,5657.4
Jungdamun Bossam,4.3,1314,"[bossam_restaurant, korean_restaurant]","1661 Nambusunhwan-ro, Gwanak-gu, Seoul, South Korea",Seoul,+82 2-888-8401,,5650.2
Downtowner Jamsil,4.3,1313,[hamburger_restaurant],"South Korea, Seoul, Songpa District, Baekjegobun-ro 45-gil, 3 1층",Seoul,+82 70-8868-3696,,5645.9
원조 18번 완당,4.2,1344,[restaurant],"6 Gudeok-ro 238beon-gil, Seo-gu, Busan, South Korea",Busan,+82 51-256-3391,,5644.8
Mapo Gopchang Town,4.6,1227,"[guts_barbecue_restaurant, korean_restaurant]","20 Donggyo-ro 27-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-336-4496,,5644.2
Childonga Jungmun,4.2,1342,[korean_barbecue_restaurant],"8 Jungmungwangwang-ro, Saekdal-dong, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-738-1195,,5636.4
Ppolsaljib,4.6,1224,"[korean_barbecue_restaurant, korean_restaurant]","41 Jungjeong-ro 91beon-gil, 중앙동 특별자치도 Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-763-6860,,5630.4
양평신내서울해장국,4.2,1335,[restaurant],"362-23 Sangok-dong, Bupyeong District, Incheon, South Korea",Incheon,+82 32-504-4342,,5607
신풍낙지,4.1,1367,"[long_legged_octopus_restaurant, restaurant]","220 Daerim-ro, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-841-3335,,5604.7
Gwanghwamun Ttukgam,4.3,1303,[korean_restaurant],"21 Saemunan-ro 3-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-722-5894,,5602.9
Cheongwaok,4.3,1301,"[soondae_restaurant, korean_restaurant, restaurant]","South Korea, Seoul, Jung District, Eulji-ro, 110 1층",Seoul,+82 2-2266-1300,,5594.3
풍원장미역국정찬 부산마린시티점,4.1,1364,[korean_restaurant],"51 Marine city 3-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-747-5115,,5592.4
Okdom Sikdang,4.1,1363,[noodle_shop],"1067-23 Hamo-ri, Daejeong-eup, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-794-8833,,5588.3
Hakatabunko,4.1,1362,"[ramen_restaurant, asian_restaurant, japanese_restaurant]","43 Dongmak-ro 19-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-338-5536,http://www.instagram.com/hakatabunko_official,5584.2
Galchiwang,4.6,1212,[seafood_restaurant],"1719-1 Sangye-dong, 특별자치도, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-739-9333,https://m.place.naver.com/place/1110806547,5575.2
La Seine,4.5,1236,[buffet_restaurant],"South Korea, Seoul, Jung District, Eulji-ro, 30 롯데호텔서울 Main Tower 1층",Seoul,+82 2-317-7171,https://www.lottehotel.com/seoul-hotel/ko/dining/restaurant-la-seine,5562
Saeng Macha,4.9,1134,"[japanese_izakaya_restaurant, restaurant]","145-1 Eoulmadang-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-3144-2544,https://www.beer1900.com/,5556.6
Maga Mandu,4.1,1353,[dumpling_restaurant],"56 Daeyeong-ro 243beon-gil, Dong-gu, Busan, South Korea",Busan,+82 51-468-4059,,5547.3
Jeju Bokguk,4.1,1351,[restaurant],"481 Jeoryeong-ro, Yeongdo-gu, Busan, South Korea",Busan,+82 51-405-5050,,5539.1
MapleTree House,4.3,1285,"[korean_barbecue_restaurant, restaurant]","26 Itaewon-ro 27ga-gil, 이태원1동 Yongsan District, Seoul, South Korea",Seoul,+82 2-790-7977,http://www.mapletreehouse.co.kr/,5525.5
McDonald's,4.1,1344,[fast_food_restaurant],"1382 Yangjae-daero, Gangdong-gu, Seoul, South Korea",Seoul,+82 2-6140-5000,,5510.4
쿠우쿠우 부평점,4.1,1344,[restaurant],"South Korea, Incheon, Bupyeong District, 부평1동 Buheung-ro, 264 동아웰빙타운 9층",Incheon,+82 32-361-4057,http://www.qooqoo.co.kr/,5510.4
자갈치 횟집,4.3,1278,[seafood_restaurant],"28 Suyeong-ro 702beon-gil, Suyeong-gu, Busan, South Korea",Busan,+82 51-757-5600,,5495.4
WON-GRANDMA BOSSAM MAIN store,4.2,1300,"[bossam_restaurant, korean_restaurant]","1685 Hwanghak-dong, Jung District, Seoul, South Korea",Seoul,+82 2-2232-3232,http://www.bossam.co.kr/,5460
외식1번가 서부산점,4.1,1326,[korean_barbecue_restaurant],"36 Nongsanmulsijang-ro, Sasang-gu, Busan, South Korea",Busan,+82 51-324-5757,http://www.first1st.com/%3Fp%3D303,5436.6
Go-Ok,4.4,1232,[unagi_restaurant],"6 Gwangnam-ro, Suyeong-gu, Busan, South Korea",Busan,+82 51-622-1638,https://m.place.naver.com/restaurant/20782303/home%3Fentry%3Dpll,5420.8
Braai Republic,4.5,1203,[south_african_restaurant],"19 Itaewon-ro 14-gil, Yongsan District, Seoul, South Korea",Seoul,+82 70-8879-1967,https://www.braairepublic.com/,5413.5
Shake Shack Songdo,4.1,1320,"[hamburger_restaurant, fast_food_restaurant]","South Korea, Incheon, Yeonsu-gu, Songdo-dong, 과학로16번길 33-2 B동 1층 트리플스트리트",Incheon,+82 32-310-9464,http://shakeshack.kr/,5412
Sunmine Haengbok Gejang Marinated Crab (Dongdaemun Branch),4.4,1228,"[restaurant, crab_dish_restaurant, korean_restaurant]","South Korea, Seoul, Jung District, Eulji-ro 43-gil, 38 2층",Seoul,+82 2-2268-2059,https://www.instagram.com/happygejang__official%3Figsh%3DejlzMWlmd21nZ2tk%26utm_source%3Dqr,5403.2
Outback Steakhouse Yeouido,4.1,1317,"[steak_house, family_restaurant]","1층, 신영증권빌딩, 서울 영등포구 국제금융로8길 6, 지하 Yeouido-dong, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-761-2961,https://www.outback.co.kr/,5399.7
Flavors,4.5,1199,"[buffet_restaurant, restaurant]","2F, 176 Sinbanpo-ro, Seocho District, Seoul, South Korea",Seoul,+82 2-6282-6730,https://www.marriott.com/en-us/dining/restaurant-bar/seljw-jw-marriott-hotel-seoul/6396017-flavors.mi,5395.5
Budnamujip,4.1,1314,[korean_beef_restaurant],"434 Hyoryeong-ro, Seocho District, Seoul, South Korea",Seoul,+82 2-3473-4167,http://budnamujip.modoo.at/,5387.4
Hansikwangbjib,5,1077,"[korean_barbecue_restaurant, korean_restaurant]","South Korea, 지하1층 B101 KR 서울특별시 중구 명동7길 21",Seoul,+82 2-3789-9991,,5385
Outback Steakhouse Sangbong,4.2,1281,"[steak_house, family_restaurant]","South Korea, Seoul, Jungnang-gu, Mangu-ro, 353 홈플러스상봉점 B1층",Seoul,+82 2-434-8491,https://www.outback.co.kr/,5380.2
Pyeongyang Myeonok,4.1,1310,[restaurant],"6 Nonhyeon-ro 150-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-549-5378,https://pyungyangmyunok.modoo.at/,5371
헤비스테이크 구로디지털점,4.7,1142,[steak_house],"Digital-ro 26-gil, Guro-dong, Guro District, Seoul, South Korea",Seoul,+82 2-3283-3355,https://instagram.com/heavysteak_official%3Futm_source%3Dig_profile_share%26igshid%3D11m66pbh7ryaa,5367.4
Alpedo,4.7,1140,"[turkish_restaurant, bakery]","174 Itaewon-ro, 이태원제1동 Yongsan District, Seoul, South Korea",Seoul,+82 2-794-1134,,5358
Bae Jong-gwan Dongnae Samgyetang,4.3,1246,[korean_restaurant],"39 Dongnae-ro 116beon-gil, Dongnae-gu, Busan, South Korea",Busan,+82 51-555-2464,,5357.8
Bannyongsan,4.1,1305,[korean_restaurant],"26 Teheran-ro 78-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-3446-8966,http://www.banryongsan.com/,5350.5
Crazy Katsu,4.4,1214,[tonkatsu_restaurant],"44 Poeun-ro 2na-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 70-8621-7219,https://crazyforkatsu.modoo.at/%3Flink%3D1niooyqk,5341.6
Sarangbang Kalguksu,4.4,1214,[korean_restaurant],"46 Toegye-ro 27-gil, Jung District, Seoul, South Korea",Seoul,+82 2-2272-2020,,5341.6
명품관갈비,4.1,1302,[korean_barbecue_restaurant],"13-5 Sindosinam-ro 141beon-gil, Jung-gu, Incheon, South Korea",Incheon,+82 32-746-9233,http://www.mpkkorea.com/,5338.2
Chavit Cuisine,4.2,1269,[buffet_restaurant],"650 Banpo-dong, Seocho District, Seoul, South Korea",Seoul,+82 2-3477-3100,http://www.somesevit.com/en/index.do,5329.8
Don-Eogil,4.9,1086,"[korean_barbecue_restaurant, black_pork, cold_noodle_restaurant, korean_restaurant, pork_belly_barbeque_restaurant, restaurant]","South Korea, Jeju-do, Seogwipo-si, 특별자치도, Daejeong-eup, Jungsanganseo-ro, 2274 C동 1층",Jeju-do,+82 10-3240-6564,https://m.place.naver.com/restaurant/1109562905,5321.4
Baekje Samgyetang,4.1,1297,"[samgyetang_restaurant, korean_restaurant, restaurant]","8-10 Myeongdong 8-gil, Jung District, Seoul, South Korea",Seoul,+82 2-776-3267,,5317.7
Menya Hanabi Jamsil,4.2,1259,[japanese_regional_restaurant],"38 Baekjegobun-ro 45-gil, Songpa District, Seoul, South Korea",Seoul,+82 70-8959-1108,http://www.menyahanbi.co.kr/,5287.8
Pungmiyeon,4.1,1289,[korean_restaurant],"7 Nohae-ro 85-gil, Nowon-gu, Seoul, South Korea",Seoul,+82 2-936-2315,,5284.9
Hyeseong Kalguksu,4.2,1255,[korean_restaurant],"247-1 Wangsan-ro, Dongdaemun District, Seoul, South Korea",Seoul,+82 2-967-6918,,5271
더기와 합정점ㅣTraditional Korean Pub in Hongdae 'THE GIWA'ㅣ弘大传统韩式酒馆'THE GIWA'ㅣホンデの韓国伝統居酒屋'THE GIWA',4.9,1073,[korean_restaurant],"25 Dongmak-ro 3-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-3141-1913,https://litt.ly/thegiwa_hapjeong,5257.7
"Butanchu, Hongdae",4.1,1281,[ramen_restaurant],"75 Wausan-ro 35-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-3144-3304,https://www.instagram.com/butanchu_seoul,5252.1
Downtowner Anguk,4.4,1192,[hamburger_restaurant],"6-4 Bukchon-ro, Jongno District, Seoul, South Korea",Seoul,+82 50-71491-3696,https://instagram.com/downtownerburger,5244.8
최우영스시야 여의도점,4.9,1070,[sushi_restaurant],"97 Uisadang-daero, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-2644-3430,https://www.instagram.com/cwyseafood,5243
칠프로칠백식당 신논현점,4.9,1069,[restaurant],"747-12 Banpo-dong, Seocho District, Seoul, South Korea",Seoul,+82 2-518-7005,,5238.1
Okdongsik Seogyo,4.3,1218,[korean_restaurant],"44-10 Yanghwa-ro 7-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-6012-9915,http://instagram.com/okdongsik,5237.4
신포동진순대국 본점,4.5,1163,[soondae_restaurant],"957-6 Mansu-dong, Namdong-gu, Incheon, South Korea",Incheon,+82 32-466-9320,https://amkorinstory.com/2888,5233.5
오륙도가원,4.2,1246,[korean_beef_restaurant],"14 Baegunpo-ro, Nam-gu, Busan, South Korea",Busan,+82 10-3344-5616,http://oryukdo.fordining.kr/,5233.2
하나돈까스 온천점,4.3,1216,[tonkatsu_restaurant],"67 Geumgang-ro, Dongnae-gu, Busan, South Korea",Busan,+82 51-553-5055,http://hanadon.co.kr/60/idx%3D320479%26page%3D2%26search%3D,5228.8
Grandma Chueotang,4.3,1213,[restaurant],"773-2 간석3동 Namdong-gu, Incheon, South Korea",Incheon,+82 32-527-1023,,5215.9
MYONGWOLGWAN,4.3,1212,"[korean_restaurant, barbecue_restaurant, restaurant]","177 Walkerhill-ro, Gwangjin District, Seoul, South Korea",Seoul,+82 2-450-4595,https://www.walkerhill.com/vistawalkerhillseoul/dining/Myongwolgwan,5211.6
강강술래당산점,4.1,1271,[barbecue_restaurant],"35번지 Yangpyeong-dong 4(sa)-ga, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-2677-9233,,5211.1
은행골 본점신관,4.1,1270,[sushi_restaurant],"10-1 Jowon-ro, Gwanak-gu, Seoul, South Korea",Seoul,+82 2-859-4988,,5207
