iiecstmoage,ecstasy age of first use - imputation indicator,,,,,,,,,,
irecstmoyfu,ecstasy year of first use - imputation revised,,,,,,,,,,
iiecstmoyfu,ecstasy year of first use - imputation indicator,,,,,,,,,,
irinhalage,inhalants age of first use - imputation revised,,,,,,,,,,
iiinhalage,inhalants age of first use - imputation indicator,,,,,,,,,,
irinhalyfu,inhalants year of first use - imputation revised,,,,,,,,,,
iiinhalyfu,inhalants year of first use - imputation indicator,,,,,,,,,,
irmethamage,methamphetamine age of first use - imputation revised,,,,,,,,,,
iimethamage,methamphetamine age of first use - imputation indicator,,,,,,,,,,
irmethamyfu,methamphetamine year of first use - imputation revised,,,,,,,,,,
iimethamyfu,methamphetamine year of first use - imputation indicator,,,,,,,,,,
irpnrnminit,past yr initiate pain relievers misuse - imputation revised,,,,,,,,,,
iipnrnminit,past yr initiate pain reliever misuse - imputation indicator,,,,,,,,,,
irtrqnminit,past yr initiate tranquilizer misuse - imputation revised,,,,,,,,,,
iitrqnminit,past yr initiate tranquilizer misuse - imputation indicator,,,,,,,,,,
irstmnminit,past yr initiate stimulant misuse - imputation revised,,,,,,,,,,
iistmnminit,past yr initiate stimulant misuse - imputation indicator,,,,,,,,,,
irsednminit,past yr initiate sedative misuse - imputation revised,,,,,,,,,,
iisednminit,past yr initiate sedative misuse - imputation indicator,,,,,,,,,,
irpnrnmyfu,pain reliever year of first misuse - imputation revised,,,,,,,,,,
iipnrnmyfu,pain reliever year of first misuse - imputation indicator,,,,,,,,,,
irpnrnmage,pain reliever age of first misuse - imputation revised,,,,,,,,,,
iipnrnmage,pain reliever age of first misuse - imputation indicator,,,,,,,,,,
irtrqnmyfu,tranquilizer year of first misuse - imputation revised,,,,,,,,,,
iitrqnmyfu,tranquilizer year of first misuse - imputation indicator,,,,,,,,,,
irtrqnmage,tranquilizer age of first misuse - imputation revised,,,,,,,,,,
iitrqnmage,tranquilizer age of first misuse - imputation indicator,,,,,,,,,,
irstmnmyfu,stimulants year of first misuse - imputation revised,,,,,,,,,,
iistmnmyfu,stimulants year of first misuse - imputation indicator,,,,,,,,,,
irstmnmage,stimulants age of first misuse - imputation revised,,,,,,,,,,
iistmnmage,stimulants age of first misuse - imputation indicator,,,,,,,,,,
irsednmyfu,sedatives year of first misuse - imputation revised,,,,,,,,,,
iisednmyfu,sedatives year of first misuse - imputation indicator,,,,,,,,,,
irsednmage,sedatives age of first misuse - imputation revised,,,,,,,,,,
iisednmage,sedatives age of first misuse - imputation indicator,,,,,,,,,,
cigflag,rc-cigarettes - ever used,,,,,,,,,,
cigyr,rc-cigarettes - past year use,,,,,,,,,,
cigmon,rc-cigarettes - past month use,,,,,,,,,,
cgrflag,rc-cigars - ever used,,,,,,,,,,
cgryr,rc-cigars - past year use,,,,,,,,,,
cgrmon,rc-cigars - past month use,,,,,,,,,,
pipflag,rc-pipes - ever used,,,,,,,,,,
pipmon,rc-pipes - past month use,,,,,,,,,,
smklssflag,rc-smokeless tobacco - ever used,,,,,,,,,,
smklssyr,rc-smokeless tobacco - past year use,,,,,,,,,,
smklssmon,rc-smokeless tobacco - past month use,,,,,,,,,,
tobcigonl,rc-cigarette/noncigarette tobacco only - past month use,,,,,,,,,,
tobflag,rc-any tobacco - ever used,,,,,,,,,,
tobyr,rc-any tobacco - past year use,,,,,,,,,,
tobmon,rc-any tobacco - past month use,,,,,,,,,,
nicvapflag,rc-nicotine vaping - ever used,,,,,,,,,,
nicvapyr,rc-nicotine vaping - past year use,,,,,,,,,,
nicvapmon,rc-nicotine vaping - past month use,,,,,,,,,,
tobvnicflag,rc-any tobacco products or nicotine vaping - ever used,,,,,,,,,,
tobvnicyr,rc-any tobacco products or nicotine vaping - past year use,,,,,,,,,,
tobvnicmon,rc-any tobacco products or nicotine vaping - past month use,,,,,,,,,,
tobvaponl2,rc-nic vaping / tobacco products only - past month use,,,,,,,,,,
tobcigvap2,rc-nic vaping and cig/noncig tobacco combinations-pm use,,,,,,,,,,
alcflag,rc-alcohol - ever used,,,,,,,,,,
alcyr,rc-alcohol - past year use,,,,,,,,,,
alcmon,rc-alcohol - past month use,,,,,,,,,,
cbdhmpflag,rc-cbd or hemp - ever used,,,,,,,,,,
cbdhmpyr,rc-cbd or hemp - past year use,,,,,,,,,,
cbdhmpmon,rc-cbd or hemp - past month use,,,,,,,,,,
mrjflag,rc-marijuana - ever used,,,,,,,,,,
mrjyr,rc-marijuana - past year use,,,,,,,,,,
mrjmon,rc-marijuana - past month use,,,,,,,,,,
mjvapyr,rc-marijuana vaping - past year use,,,,,,,,,,
mjvapmon,rc-marijuana vaping - past month use,,,,,,,,,,
mrjmonvap2,"rc-mrj vape, mrj use but not vape, or no mrj use - past mon",,,,,,,,,,
cocflag,rc-cocaine - ever used,,,,,,,,,,
cocyr,rc-cocaine - past year use,,,,,,,,,,
cocmon,rc-cocaine - past month use,,,,,,,,,,
crkflag,"rc-""crack"" - ever used",,,,,,,,,,
crkyr,"rc-""crack"" - past year use",,,,,,,,,,
crkmon,"rc-""crack"" - past month use",,,,,,,,,,
herflag,rc-heroin - ever used,,,,,,,,,,
heryr,rc-heroin - past year use,,,,,,,,,,
hermon,rc-heroin - past month use,,,,,,,,,,
hallucflag,rc-hallucinogens - ever used,,,,,,,,,,
hallucyr,rc-hallucinogens - past year use,,,,,,,,,,
hallucmon,rc-hallucinogens - past month use,,,,,,,,,,
lsdflag,rc-lsd - ever used,,,,,,,,,,
lsdyr,rc-lsd - past year use,,,,,,,,,,
lsdmon,rc-lsd - past month use,,,,,,,,,,
pcpflag,rc-pcp - ever used,,,,,,,,,,
pcpyr,rc-pcp - past year use,,,,,,,,,,
pcpmon,rc-pcp - past month use,,,,,,,,,,
ecstmoflag,rc-ecstasy - ever used,,,,,,,,,,
ecstmoyr,rc-ecstasy - past year use,,,,,,,,,,
ecstmomon,rc-ecstasy - past month use,,,,,,,,,,
damtfxflag,rc-dmt/amt/foxy - ever used,,,,,,,,,,
damtfxyr,rc-dmt/amt/foxy - past year use,,,,,,,,,,
damtfxmon,rc-dmt/amt/foxy - past month use,,,,,,,,,,
ketminflag,rc-ketamine - ever used,,,,,,,,,,
ketminyr,rc-ketamine - past year use,,,,,,,,,,
ketminmon,rc-ketamine - past month use,,,,,,,,,,
salviaflag,rc-salvia - ever used,,,,,,,,,,
salviayr,rc-salvia - past year use,,,,,,,,,,
salviamon,rc-salvia - past month use,,,,,,,,,,
inhalflag,rc-inhalants - ever used,,,,,,,,,,
inhalyr,rc-inhalants - past year use,,,,,,,,,,
inhalmon,rc-inhalants - past month use,,,,,,,,,,
methamflag,rc-methamphetamine - ever used,,,,,,,,,,
methamyr,rc-methamphetamine - past year use,,,,,,,,,,
methammon,rc-methamphetamine - past month use,,,,,,,,,,
pnranyflag,rc-any pain reliever - ever used,,,,,,,,,,
pnranyyr,rc-any pain reliever - past year use,,,,,,,,,,
oxycnanyyr,rc-oxycontin - past year use,,,,,,,,,,
trqanyflag,rc-any tranquilizers - ever used,,,,,,,,,,
trqanyyr,rc-any tranquilizers - past year use,,,,,,,,,,
stmanyflag,rc-any stimulants - ever used,,,,,,,,,,
stmanyyr,rc-any stimulants - past year use,,,,,,,,,,
sedanyflag,rc-any sedatives - ever used,,,,,,,,,,
sedanyyr,rc-any sedatives - past year use,,,,,,,,,,
tqsdanyflg,rc-any tranquilizers or sedatives - ever used,,,,,,,,,,
tqsdanyyr,rc-any tranquilizers or sedatives - past year use,,,,,,,,,,
bzoanyyr,rc - any benzodiazepines - past year use,,,,,,,,,,
psyanyflag,rc-any psychotherapeutics - ever used,,,,,,,,,,
psyanyyr,rc-any psychotherapeutics - past year use,,,,,,,,,,
opianyyr,rc-any opioids - past year use,,,,,,,,,,
cnsanyyr,rc-any central nervous system stimulants - past year use,,,,,,,,,,
pnrnmflag,rc-pain relievers - ever misused,,,,,,,,,,
pnrnmyr,rc-pain relievers - past year misuse,,,,,,,,,,
pnrnmmon,rc-pain relievers - past month misuse,,,,,,,,,,
oxycnnmyr,rc-oxycontin - past year misuse,,,,,,,,,,
trqnmflag,rc-tranquilizers - ever misused,,,,,,,,,,
trqnmyr,rc-tranquilizers - past year misuse,,,,,,,,,,
trqnmmon,rc-tranquilizers - past month misuse,,,,,,,,,,
stmnmflag,rc-stimulants - ever misused,,,,,,,,,,
stmnmyr,rc-stimulants - past year misuse,,,,,,,,,,
stmnmmon,rc-stimulants - past month misuse,,,,,,,,,,
sednmflag,rc-sedatives - ever misused,,,,,,,,,,
sednmyr,rc-sedatives - past year misuse,,,,,,,,,,
sednmmon,rc-sedatives - past month misuse,,,,,,,,,,
tqsdnmflag,rc-tranquilizers or sedatives - ever misused,,,,,,,,,,
tqsdnmyr,rc-tranquilizers or sedatives - past year misuse,,,,,,,,,,
tqsdnmmon,rc-tranquilizers or sedatives - past month misuse,,,,,,,,,,
bzonmyr,rc - any benzodiazepines - past year misuse,,,,,,,,,,
psychflag,rc-any psychotherapeutics - ever misused,,,,,,,,,,
psychyr,rc-any psychotherapeutics - past year misuse,,,,,,,,,,
psychmon,rc-any psychotherapeutics - past month misuse,,,,,,,,,,
opinmyr,rc-opioids - past year misuse,,,,,,,,,,
opinmmon,rc-opioids - past month misuse,,,,,,,,,,
herpnryr,rc-heroin use and/or pain reliever misuse - past year,,,,,,,,,,
cnsnmyr,rc-central nervous system stimulants - past year misuse,,,,,,,,,,
cnsnmmon,rc-central nervous system stimulants - past month misuse,,,,,,,,,,
illflag,rc-any illicit drug - ever used,,,,,,,,,,
illyr,rc-any illicit drug - past year use,,,,,,,,,,
illmon,rc-any illicit drug - past month use,,,,,,,,,,
mjonlyflag,rc-marijuana only - ever used,,,,,,,,,,
mjonlyyr,rc-marijuana only - past year use,,,,,,,,,,
mjonlymon,rc-marijuana only - past month use,,,,,,,,,,
illemflag,rc-illicit drug other than marijuana - ever used,,,,,,,,,,
illemyr,rc-illicit drug other than marijuana - past year,,,,,,,,,,
illemmon,rc-illicit drug other than marijuana-past month,,,,,,,,,,
cduflag,rc-cigarettes daily - ever used,,,,,,,,,,
dcigmon,rc-past month daily cigarette use,,,,,,,,,,
cdcgmo,rc-ever used cig daily and past month cig use,,,,,,,,,,
cdnocgmo,rc-ever used cig daily and no past month cig use,,,,,,,,,,
bngdrkmon,rc-binge alcohol use past 30 days,,,,,,,,,,
hvydrkmon,rc-heavy alcohol use past 30 days,,,,,,,,,,
iltobalcfg,"rc-illicit drug, tobacco prd, or alcohol - ever used",,,,,,,,,,
iltobalcyr,"rc-illicit drug, tobacco prd, or alcohol - past year use",,,,,,,,,,
iltobalcmn,"rc-illicit drug, tobacco prd, or alc - past month use",,,,,,,,,,
iltobvapalc,"rc-tobacco, nicotine vaping, alcohol, illicit drug - pst mon",,,,,,,,,,
illalcmon,rc-illicit drug or alcohol - past month use,,,,,,,,,,
tobalcflg,rc-tobacco product or alcohol - ever used,,,,,,,,,,
tobalcyr,rc-tobacco product or alcohol - past year use,,,,,,,,,,
tobalcmn,rc-tobacco product or alcohol - past month use,,,,,,,,,,
illandalc,rc-illicit drug and alcohol use - past year use,,,,,,,,,,
illoralc,rc-illicit drug or alcohol use - past year use,,,,,,,,,,
illalcflg,rc-illicit drug or alcohol - ever used,,,,,,,,,,
mrjsmkyr,rc-marijuana use - smoking - past year,,,,,,,,,,
mrjdabyr,"rc-marijuana use - dabbing waxes, shatter, or conc - pst yr",,,,,,,,,,
mrjeatyr,rc-marijuana use - eating or drinking - past year,,,,,,,,,,
mrjothryr,rc-marijuana use - some other mode - past year,,,,,,,,,,
mrjmthyr,rc-mj use - drps/strps/lzngs/sprys in mouth - pst 12 mos,,,,,,,,,,
mrjsknyr,rc-marijuana use - lotion/cream/patch to skin - pst 12 mos,,,,,,,,,,
mrjpllyr,rc-marijuana use - pills - past 12 months,,,,,,,,,,
mrjsmkmon,rc-marijuana use - smoking - past month,,,,,,,,,,
mrjdabmon,"rc-marijuana use - dabbing waxes, shatter, or conc - pst mon",,,,,,,,,,
mrjeatmon,rc-marijuana use - eating or drinking - past month,,,,,,,,,,
mrjothrmon,rc- marijuan use - some other mode - past month,,,,,,,,,,
peyoteever,rc-ever used peyote,,,,,,,,,,
mescever,rc-ever used mescaline,,,,,,,,,,
psilcyever,rc-ever used psilocybin (mushrooms),,,,,,,,,,
amylniever,"rc-ever inhaled amyl nitrite, ""poppers"", rush, etc.",,,,,,,,,,
clefluever,"rc-ever inhaled correction fluid, degreaser, etc.",,,,,,,,,,
gasever,rc-ever inhaled gasoline or lighter fluid,,,,,,,,,,
glueever,"rc-ever inhaled glue, shoe polish, or toluene",,,,,,,,,,
etherever,"rc-ever inhaled halothane, ether, or other anesthetic",,,,,,,,,,
solvenever,"rc-ever inhaled lacquer thinner, other paint solvents",,,,,,,,,,
lgasever,"rc-ever inhaled lighter gases (butane, propane)",,,,,,,,,,
nitoxiever,"rc-ever inhaled nitrous oxide or ""whippits""",,,,,,,,,,
fltmrkever,rc-ever used felt-tip pens/markers to get high,,,,,,,,,,
spaintever,rc-ever inhaled spray paints,,,,,,,,,,
airdusever,rc-ever used computer cleaner/air duster to get high,,,,,,,,,,
othaerever,rc-ever used other aerosol spray,,,,,,,,,,
rxhydcany,rc-hydrocodone products - any past year use,,,,,,,,,,
rxzohyany,rc-zohydro er - any past year use,,,,,,,,,,
rxoxcoany,rc-oxycodone products - any past year use,,,,,,,,,,
rxtramany,rc-tramadol products - any past year use,,,,,,,,,,
rxcodeany,rc-codeine products - any past year use,,,,,,,,,,
rxmorpany,rc-morphine products - any past year use,,,,,,,,,,
rxbuprany,rc-buprenorphine products - any past year use,,,,,,,,,,
rxoxymany,rc-oxymorphone products - any past year use,,,,,,,,,,
rxdemeany,rc-demerol products - any past year use,,,,,,,,,,
rxhydmany,rc-hydromorphone products - any past year use,,,,,,,,,,
rxmtdnany,rc-methadone products - any past year use,,,,,,,,,,
othrpnrany,rc-other pain reliever- any past year use,,,,,,,,,,
rxbzotany,rc-benzodiazepine tranquilizers - any past year use,,,,,,,,,,
rxalprany,rc-alprazolam products - any past year use,,,,,,,,,,
rxloraany,rc-lorazepam products - any past year use,,,,,,,,,,
rxclonany,rc-clonazepam products - any past year use,,,,,,,,,,
rxdiazany,rc-diazepam products - any past year use,,,,,,,,,,
rxmrlxany,rc-muscle relaxants - any past year use,,,,,,,,,,
rxcyclany,rc-cyclobenzaprine products - any past year use,,,,,,,,,,
rxsomaany,rc-soma products - any past year use,,,,,,,,,,
othrtrqany,rc-other tranquilizer- any past year use,,,,,,,,,,
rxammeany,rc-amphetamine or methylphenidate prods - any past year use,,,,,,,,,,
rxamphany,rc-amphetamine - any past year use,,,,,,,,,,
rxmthpany,rc-methylphenidate products - any past year use,,,,,,,,,,
rxanorany,rc-anorectic stimulants - any past year use,,,,,,,,,,
rxprovany,rc-provigil products- any past year use,,,,,,,,,,
othrstmany,rc-other stimulant - any past year use,,,,,,,,,,
rxzolpany,rc-zolpidem products - any past year use,,,,,,,,,,
rxeszoany,rc-eszopiclone products - any past year use,,,,,,,,,,
rxzaleany,rc-zaleplon products - any past year use,,,,,,,,,,
rxbzosany,rc-benzodiazepine sedatives - any past year use,,,,,,,,,,
rxtriaany,rc-triazolam products - any past year use,,,,,,,,,,
rxtemaany,rc-temazepam products - any past year use,,,,,,,,,,
rxflurany,rc-flurazepam - any past year use,,,,,,,,,,
rxbarbany,rc-barbiturates - any past year use,,,,,,,,,,
othrsedany,rc-other sedative - any past year use,,,,,,,,,,
rxhydcmis,rc-hydrocodone products - past year misuse,,,,,,,,,,
rxzohymis,rc-zohydro er - past year misuse,,,,,,,,,,
rxoxcomis,rc-oxycodone products - past year misuse,,,,,,,,,,
rxtrammis,rc-tramadol products - past year misuse,,,,,,,,,,
rxcodemis,rc-codeine products - past year misuse,,,,,,,,,,
rxmorpmis,rc-morphine products - past year misuse,,,,,,,,,,
rxbuprmis,rc-buprenorphine products - past year misuse,,,,,,,,,,
rxoxymmis,rc-oxymorphone products - past year misuse,,,,,,,,,,
rxdememis,rc-demerol products - past year misuse,,,,,,,,,,
rxhydmmis,rc-hydromorphone products - past year misuse,,,,,,,,,,
rxmtdnmis,rc-methadone products - past year misuse,,,,,,,,,,
othrpnrmis,rc-other pain reliever products - past year misuse,,,,,,,,,,
rxbzotmis,rc-benzodiazepine tranquilizers - past year misuse,,,,,,,,,,
rxalprmis,rc-alprazolam products - past year misuse,,,,,,,,,,
rxloramis,rc-lorazepam products - past year misuse,,,,,,,,,,
rxclonmis,rc-clonazepam products - past year misuse,,,,,,,,,,
rxdiazmis,rc-diazepam products - past year misuse,,,,,,,,,,
rxmrlxmis,rc-muscle relaxants - past year misuse,,,,,,,,,,
rxcyclmis,rc-cyclobenzaprine products - past year misuse,,,,,,,,,,
rxsomamis,rc-soma products - past year misuse,,,,,,,,,,
othrtrqmis,rc-other tranquilizer products - past year misuse,,,,,,,,,,
rxammemis,rc-amphetamine or methylphenidate prods - past year misuse,,,,,,,,,,
rxamphmis,rc-amphetamine - past year misuse,,,,,,,,,,
rxmthpmis,rc-methylphenidate products - past year misuse,,,,,,,,,,
rxanormis,rc-anorectic stimulants - past year misuse,,,,,,,,,,
rxprovmis,rc-provigil products- past year misuse,,,,,,,,,,
othrstmmis,rc-other stimulant products - past year misuse,,,,,,,,,,
rxzolpmis,rc-zolpidem products - past year misuse,,,,,,,,,,
rxeszomis,rc-eszopiclone products - past year misuse,,,,,,,,,,
othrsedmis2,rc-other sedative products - past year misuse,,,,,,,,,,
rxbzosmis,rc-benzodiazepine sedatives - past year misuse,,,,,,,,,,
rxbarbmis,rc-barbiturates - past year misuse,,,,,,,,,,
alcydays,rc-# of days used alcohol in past year,,,,,,,,,,
mrjydays,rc-# of days used marijuana in past year,,,,,,,,,,
cocydays,rc-# of days used cocaine in past year,,,,,,,,,,
crkydays,rc-# of days used crack in past year,,,,,,,,,,
herydays,rc-# of days used heroin in past year,,,,,,,,,,
hallndayyr,rc-# of days used hallucinogens in past year,,,,,,,,,,
inhndayyr,rc-# of days used inhalants in past year,,,,,,,,,,
methndayyr,rc-# of days used methamphetamine in past year,,,,,,,,,,
cigmdays,rc-# of days used cigarettes in past month,,,,,,,,,,
cgrmdays,rc-# of days used cigars in past month,,,,,,,,,,
smklsmdays,rc-# of days used smokeless tobacco in past month,,,,,,,,,,
nicvpmdays,rc-# of days vaped nicotine in past month,,,,,,,,,,
alcmdays,rc-# of days used alcohol in past month,,,,,,,,,,
mrjmdays,rc-# of days used marijuana in past month,,,,,,,,,,
cocmdays,rc-# of days used cocaine in past month,,,,,,,,,,
crkmdays,rc-# of days used crack in past month,,,,,,,,,,
hermdays,rc-# of days used heroin in past month,,,,,,,,,,
hallndaypm,rc-# of days used hallucinogens in past month,,,,,,,,,,
inhndaypm,rc-# of days used inhalants in past month,,,,,,,,,,
methndaypm,rc-# of days used methamphetamine in past month,,,,,,,,,,
pnrndaypm,rc-# of days misused pain relievers in past month,,,,,,,,,,
trqndaypm,rc-# of days misused tranquilizers in past month,,,,,,,,,,
stmndaypm,rc-# of days misused stimulants in past month,,,,,,,,,,
sedndaypm,rc-# of days misused sedatives in past month,,,,,,,,,,
bngdrmdays,rc-# of days binge used alcohol in past month,,,,,,,,,,
cigpday,rc-# of cigarettes smoked per day among daily smokers,,,,,,,,,,
cig1pack,rc-smked 1+ pck of cigs per day amng dly smkers (1/0),,,,,,,,,,
cigavgd,rc-avg number of cigarettes smoked per day,,,,,,,,,,
cigavgm,rc-number of cigarettes smoked per user in past month,,,,,,,,,,
alcnumdkpm,rc-number of alc bevs drank per user in past month,,,,,,,,,,
fucig18,rc-first used cigarettes prior to age 18,,,,,,,,,,
fucig21,rc-first used cigarettes prior to age 21,,,,,,,,,,
fucd218,rc-first used cigarettes daily prior to age 18,,,,,,,,,,
fucd221,rc-first used cigarettes daily prior to age 21,,,,,,,,,,
fucgr18,rc-first used cigars prior to age 18,,,,,,,,,,
fucgr21,rc-first used cigars prior to age 21,,,,,,,,,,
fusmklss18,rc-first used smokeless tobacco prior to age 18,,,,,,,,,,
fusmklss21,rc-first used smokeless tobacco prior to age 21,,,,,,,,,,
funicvap18,rc-first vaped nicotine prior to age 18,,,,,,,,,,
funicvap21,rc-first vaped nicotine prior to age 21,,,,,,,,,,
fualc18,rc-first used alcohol prior to age 18,,,,,,,,,,
fualc21,rc-first used alcohol prior to age 21,,,,,,,,,,
fumj18,rc-first used marijuana prior to age 18,,,,,,,,,,
fumj21,rc-first used marijuana prior to age 21,,,,,,,,,,
fucoc18,rc-first used cocaine prior to age 18,,,,,,,,,,
fucoc21,rc-first used cocaine prior to age 21,,,,,,,,,,
fucrk18,rc-first used crack prior to age 18,,,,,,,,,,
fucrk21,rc-first used crack prior to age 21,,,,,,,,,,
fuher18,rc-first used heroin prior to age 18,,,,,,,,,,
fuher21,rc-first used heroin prior to age 21,,,,,,,,,,
fuhalluc18,rc-first used hallucinogens prior to age 18,,,,,,,,,,
fuhalluc21,rc-first used hallucinogens prior to age 21,,,,,,,,,,
fulsd18,rc-first used lsd prior to age 18,,,,,,,,,,
fulsd21,rc-first used lsd prior to age 21,,,,,,,,,,
fupcp18,rc-first used pcp prior to age 18,,,,,,,,,,
fupcp21,rc-first used pcp prior to age 21,,,,,,,,,,
fuecstmo18,rc-first used ecstasy prior to age 18,,,,,,,,,,
fuecstmo21,rc-first used ecstasy prior to age 21,,,,,,,,,,
fuinhal18,rc-first used inhalants prior to age 18,,,,,,,,,,
fuinhal21,rc-first used inhalants prior to age 21,,,,,,,,,,
fumetham18,rc-first used methamphetamine prior to age 18,,,,,,,,,,
fumetham21,rc-first used methamphetamine prior to age 21,,,,,,,,,,
fupnrnm18,rc-first misused pain relievers prior to age 18,,,,,,,,,,
fupnrnm21,rc-first misused pain relievers prior to age 21,,,,,,,,,,
futrqnm18,rc-first misused tranquilizers prior to age 18,,,,,,,,,,
futrqnm21,rc-first misused tranquilizers prior to age 21,,,,,,,,,,
fustmnm18,rc-first misused stimulants prior to age 18,,,,,,,,,,
fustmnm21,rc-first misused stimulants prior to age 21,,,,,,,,,,
fusednm18,rc-first misused sedatives prior to age 18,,,,,,,,,,
fusednm21,rc-first misused sedatives prior to age 21,,,,,,,,,,
pnrmainrsn,rc-main reason for misusing pain relievers last episode,,,,,,,,,,
trqmainrsn,rc-main reason for misusing tranquilizers last episode,,,,,,,,,,
stmmainrsn,rc-main reason for misusing stimulants last episode,,,,,,,,,,
sedmainrsn,rc-main reason for misusing sedatives last episode,,,,,,,,,,
srcpnrnm2,rc-source of pain relievers for last misuse,,,,,,,,,,
srctrqnm2,rc-source of tranquilizers for last misuse,,,,,,,,,,
srcstmnm2,rc-source of stimulants for last misuse,,,,,,,,,,
srcsednm2,rc-source of sedatives for last misuse,,,,,,,,,,
srcfrpnrnm,rc-source of friend/relative pain relievers for last misuse,,,,,,,,,,
srcfrtrqnm,rc-source of friend/relative tranquilizers for last misuse,,,,,,,,,,
srcfrstmnm,rc-source of friend/relative stimulants for last misuse,,,,,,,,,,
srcfrsednm,rc-source of friend/relative sedatives for last misuse,,,,,,,,,,
srcclfrpnr,rc-collapsed source of frnd/rel pain rlvrs for last misuse,,,,,,,,,,
srcclfrtrq,rc-collapsed source of frnd/rel tranqlzrs for last misuse,,,,,,,,,,
srcclfrstm,rc-collapsed source of frnd/rel stimulants for last misuse,,,,,,,,,,
srcclfrsed,rc-collapsed source of frnd/rel sedatives for last misuse,,,,,,,,,,
coldmeds,taken a nonprescription cough med to get high,,,,,,,,,,
coldrec,time since last used cough/cold med,,,,,,,,,,
coldyr1,other cough/cold med used past 12 mos - specify 1,,,,,,,,,,
coldyr2,other cough/cold med used past 12 mos - specify 2,,,,,,,,,,
coldyr3,other cough/cold med used past 12 mos - specify 3,,,,,,,,,,
coldyr4,other cough/cold med used past 12 mos - specify 4,,,,,,,,,,
coldyr5,other cough/cold med used past 12 mos - specify 5,,,,,,,,,,
otcflag,inconsistency flag for report of otc cold meds,,,,,,,,,,
ghb,ever used ghb,,,,,,,,,,
ghbrec,time since last used ghb,,,,,,,,,,
cocneedl,ever used needle to inject cocaine,,,,,,,,,,
condlrec,time since last used needle to inject cocaine,,,,,,,,,,
hersmoke,ever smoked heroin,,,,,,,,,,
hrsmkrec,time since last smoked heroin,,,,,,,,,,
hersniff,ever sniffed heroin,,,,,,,,,,
hrsnfrec,time since last sniffed heroin,,,,,,,,,,
herneedl,ever used needle to inject heroin,,,,,,,,,,
heotsmk,how used heroin: smoked it,,,,,,,,,,
heotsnf,how used heroin: sniffed it,,,,,,,,,,
heotndl,how used heroin: injected it with a needle,,,,,,,,,,
heototh,how used heroin: some other way,,,,,,,,,,
heotsp,how used heroin: specify,,,,,,,,,,
hrndlrec,time since last used needle to inject heroin,,,,,,,,,,
methneedl,ever used needle to inject methamphetamine,,,,,,,,,,
methndlrc,time since last used needle to inject meth,,,,,,,,,,
otdgnedl,ever used needle to inject any other drug,,,,,,,,,,
otdgndla,other drug injected - specify 1,,,,,,,,,,
otdgndlb,other drug injected - specify 2,,,,,,,,,,
otdgndlc,other drug injected - specify 3,,,,,,,,,,
otdgndld,other drug injected - specify 4,,,,,,,,,,
otdgndle,other drug injected - specify 5,,,,,,,,,,
otdgndlrc,time since last used a needle to inject other drug,,,,,,,,,,
gnndreus,last time reused needle used before,,,,,,,,,,
gnndlsh1,last needle had been used by someone else,,,,,,,,,,
gnndclen,used bleach to clean last needle before use,,,,,,,,,,
gnndlsh2,someone else used last needle after you,,,,,,,,,,
gnndget2,how did you get the needle last time,,,,,,,,,,
irnpcoldrec,nonprescription cough or cold meds recency - imputation rev,,,,,,,,,,
iinpcoldrec,nonprescription cough or cold meds recency - imputation ind,,,,,,,,,,
irghbrec,ghb recency - imputation revised,,,,,,,,,,
iighbrec,ghb recency - imputation indicator,,,,,,,,,,
anyndlrec,rc-most recent use of any drug with a needle,,,,,,,,,,
chmndlrec,rc-most recent use of coc/her/meth with a needle,,,,,,,,,,
hernedever,rc-ever used a needle to inject heroin,,,,,,,,,,
cocnedever,rc-ever used a needle to inject cocaine,,,,,,,,,,
mthnedever,rc-ever used needle to inject methamphetamine,,,,,,,,,,
hersmoever,rc-ever smoked heroin,,,,,,,,,,
hersniever,rc-ever sniffed heroin,,,,,,,,,,
npcoldflag,rc-nonprescription cough or cold meds - ever used,,,,,,,,,,
npcoldyr,rc-nonprescription cough or cold meds - past year use,,,,,,,,,,
npcoldmon,rc-nonprescription cough or cold meds - past month use,,,,,,,,,,
ghbflag,rc-ghb - ever used,,,,,,,,,,
ghbyr,rc-ghb - past year use,,,,,,,,,,
ghbmon,rc-ghb - past month use,,,,,,,,,,
udaltimeuse,spent great deal of time using/feel eff of alcohol pst 12mos,,,,,,,,,,
udaltimeget,spent great deal time try to get/getting alc in pst 12 mos,,,,,,,,,,
udallrgamts,drank alc larger amts or longer time than meant to pst 12mos,,,,,,,,,,
udalwantbad,wanted to use alcohol so badly in past 12 mos,,,,,,,,,,
udalstrurge,strong urge to drink alcohol in pst 12 mos,,,,,,,,,,
udalneedmor,needed a lot more alcohol to get feeling you want,,,,,,,,,,
udallesseff,same amt alcohol has less effect than it used to,,,,,,,,,,
udaltrystop,try to cut down/stop alcohol use in past 12 mos,,,,,,,,,,
udalnotstop,unable to cut/stop alc use more than one time past 12 mos,,,,,,,,,,
udalwshstop,often wish cut down or stop alcohol use past 12 mos,,,,,,,,,,
udalhlthprb,any long-lasting phys prbs caused/worsnd by alc pst 12 mos,,,,,,,,,,
udalhlthctd,contd to use alcohol despite alcohol cause/worsen phys prbs,,,,,,,,,,
udalmntlprb,any emot/mntl hlth prbs caused/worsnd by alcohol past 12 mos,,,,,,,,,,
